2019-01-13 19:13:36 ===== Starting: ShallowRedExperiment =====
2019-01-13 19:13:47 Run
2019-01-13 19:13:47 id = 5 (machine1); Seed = 0; Starting new sample
2019-01-15 06:42:36 id = 1 (machine1); Seed = 6148; Starting new sample
2019-01-15 06:42:44 id = 2 (machine1); Seed = 6143; Done (0)
2019-01-15 06:42:45 id = 2 (machine1); Seed = 6149; Starting new sample
2019-01-15 06:42:48 id = 4 (machine1); Seed = 6142; Done (0)
2019-01-15 06:42:48 id = 4 (machine1); Seed = 6150; Starting new sample
2019-01-15 06:43:17 id = 3 (machine1); Seed = 6145; Done (0)
2019-01-15 06:43:17 id = 3 (machine1); Seed = 6151; Starting new sample
2019-01-15 06:43:21 id = 0 (machine1); Seed = 6144; Done (0)
2019-01-15 06:43:21 id = 0 (machine1); Seed = 6152; Starting new sample
2019-01-15 06:43:37 id = 5 (machine1); Seed = 6146; Done (0)
2019-01-15 06:43:37 id = 5 (machine1); Seed = 6153; Starting new sample
2019-01-15 06:44:04 id = 6 (machine1); Seed = 6147; Done (0)
2019-01-15 06:44:04 id = 6 (machine1); Seed = 6154; Starting new sample
2019-01-15 06:44:21 id = 3 (machine1); Seed = 6151; Done (0)
2019-01-15 06:44:21 id = 3 (machine1); Seed = 6155; Starting new sample
2019-01-15 06:44:33 id = 0 (machine1); Seed = 6152; Done (0)
2019-01-15 06:44:33 id = 0 (machine1); Seed = 6156; Starting new sample
2019-01-15 06:44:37 id = 1 (machine1); Seed = 6148; Done (0)
2019-01-15 06:44:37 id = 1 (machine1); Seed = 6157; Starting new sample
2019-01-15 06:44:49 id = 4 (machine1); Seed = 6150; Done (0)
2019-01-15 06:44:49 id = 4 (machine1); Seed = 6158; Starting new sample
2019-01-15 06:44:54 id = 2 (machine1); Seed = 6149; Done (0)
2019-01-15 06:44:54 id = 2 (machine1); Seed = 6159; Starting new sample
2019-01-15 06:44:59 id = 5 (machine1); Seed = 6153; Done (0)
2019-01-15 06:44:59 id = 5 (machine1); Seed = 6160; Starting new sample
2019-01-15 06:45:38 id = 6 (machine1); Seed = 6154; Done (0)
2019-01-15 06:45:39 id = 6 (machine1); Seed = 6161; Starting new sample
2019-01-15 06:46:10 id = 2 (machine1); Seed = 6159; Done (0)
2019-01-15 06:46:10 id = 2 (machine1); Seed = 6162; Starting new sample
2019-01-15 06:46:19 id = 0 (machine1); Seed = 6156; Done (0)
2019-01-15 06:46:20 id = 0 (machine1); Seed = 6163; Starting new sample
2019-01-15 06:46:22 id = 1 (machine1); Seed = 6157; Done (0)
2019-01-15 06:46:22 id = 1 (machine1); Seed = 6164; Starting new sample
2019-01-15 06:46:36 id = 4 (machine1); Seed = 6158; Done (0)
2019-01-15 06:46:37 id = 4 (machine1); Seed = 6165; Starting new sample
2019-01-15 06:46:55 id = 6 (machine1); Seed = 6161; Done (0)
2019-01-15 06:46:56 id = 6 (machine1); Seed = 6166; Starting new sample
2019-01-15 06:47:06 id = 2 (machine1); Seed = 6162; Done (0)
2019-01-15 06:47:07 id = 2 (machine1); Seed = 6167; Starting new sample
2019-01-15 06:47:17 id = 5 (machine1); Seed = 6160; Done (0)
2019-01-15 06:47:18 id = 5 (machine1); Seed = 6168; Starting new sample
2019-01-15 06:47:46 id = 0 (machine1); Seed = 6163; Done (0)
2019-01-15 06:47:46 id = 0 (machine1); Seed = 6169; Starting new sample
2019-01-15 06:47:51 id = 4 (machine1); Seed = 6165; Done (0)
2019-01-15 06:47:52 id = 4 (machine1); Seed = 6170; Starting new sample
2019-01-15 06:47:56 id = 3 (machine1); Seed = 6155; Done (0)
2019-01-15 06:47:56 id = 3 (machine1); Seed = 6171; Starting new sample
2019-01-15 06:47:58 id = 1 (machine1); Seed = 6164; Done (0)
2019-01-15 06:47:58 id = 1 (machine1); Seed = 6172; Starting new sample
2019-01-15 06:48:50 id = 5 (machine1); Seed = 6168; Done (0)
2019-01-15 06:48:50 id = 5 (machine1); Seed = 6173; Starting new sample
2019-01-15 06:48:52 id = 3 (machine1); Seed = 6171; Done (0)
2019-01-15 06:48:52 id = 3 (machine1); Seed = 6174; Starting new sample
2019-01-15 06:48:55 id = 6 (machine1); Seed = 6166; Done (0)
2019-01-15 06:48:56 id = 6 (machine1); Seed = 6175; Starting new sample
2019-01-15 06:48:59 id = 0 (machine1); Seed = 6169; Done (0)
2019-01-15 06:48:59 id = 0 (machine1); Seed = 6176; Starting new sample
2019-01-15 06:49:07 id = 2 (machine1); Seed = 6167; Done (0)
2019-01-15 06:49:07 id = 2 (machine1); Seed = 6177; Starting new sample
2019-01-15 06:49:14 id = 4 (machine1); Seed = 6170; Done (0)
2019-01-15 06:49:15 id = 4 (machine1); Seed = 6178; Starting new sample
2019-01-15 06:49:19 id = 1 (machine1); Seed = 6172; Done (0)
2019-01-15 06:49:19 id = 1 (machine1); Seed = 6179; Starting new sample
2019-01-15 06:49:57 id = 3 (machine1); Seed = 6174; Done (0)
2019-01-15 06:49:58 id = 3 (machine1); Seed = 6180; Starting new sample
2019-01-15 06:50:05 id = 0 (machine1); Seed = 6176; Done (0)
2019-01-15 06:50:05 id = 0 (machine1); Seed = 6181; Starting new sample
2019-01-15 06:50:05 id = 5 (machine1); Seed = 6173; Done (0)
2019-01-15 06:50:05 id = 5 (machine1); Seed = 6182; Starting new sample
2019-01-15 06:50:42 id = 2 (machine1); Seed = 6177; Done (0)
2019-01-15 06:50:42 id = 2 (machine1); Seed = 6183; Starting new sample
2019-01-15 06:50:44 id = 6 (machine1); Seed = 6175; Done (0)
2019-01-15 06:50:44 id = 6 (machine1); Seed = 6184; Starting new sample
2019-01-15 06:50:46 id = 1 (machine1); Seed = 6179; Done (0)
2019-01-15 06:50:46 id = 1 (machine1); Seed = 6185; Starting new sample
2019-01-15 06:51:18 id = 4 (machine1); Seed = 6178; Done (0)
2019-01-15 06:51:18 id = 4 (machine1); Seed = 6186; Starting new sample
2019-01-15 06:51:35 id = 3 (machine1); Seed = 6180; Done (0)
2019-01-15 06:51:36 id = 3 (machine1); Seed = 6187; Starting new sample
2019-01-15 06:51:40 id = 0 (machine1); Seed = 6181; Done (0)
2019-01-15 06:51:41 id = 0 (machine1); Seed = 6188; Starting new sample
2019-01-15 06:51:51 id = 1 (machine1); Seed = 6185; Done (0)
2019-01-15 06:51:51 id = 1 (machine1); Seed = 6189; Starting new sample
2019-01-15 06:52:08 id = 2 (machine1); Seed = 6183; Done (0)
2019-01-15 06:52:09 id = 2 (machine1); Seed = 6190; Starting new sample
2019-01-15 06:52:30 id = 5 (machine1); Seed = 6182; Done (0)
2019-01-15 06:52:30 id = 5 (machine1); Seed = 6191; Starting new sample
2019-01-15 06:52:35 id = 6 (machine1); Seed = 6184; Done (0)
2019-01-15 06:52:35 id = 6 (machine1); Seed = 6192; Starting new sample
2019-01-15 06:52:38 id = 0 (machine1); Seed = 6188; Done (0)
2019-01-15 06:52:38 id = 0 (machine1); Seed = 6193; Starting new sample
2019-01-15 06:52:39 id = 3 (machine1); Seed = 6187; Done (0)
2019-01-15 06:52:39 id = 3 (machine1); Seed = 6194; Starting new sample
2019-01-15 06:52:54 id = 4 (machine1); Seed = 6186; Done (0)
2019-01-15 06:52:54 id = 4 (machine1); Seed = 6195; Starting new sample
2019-01-15 06:53:25 id = 2 (machine1); Seed = 6190; Done (0)
2019-01-15 06:53:25 id = 2 (machine1); Seed = 6196; Starting new sample
2019-01-15 06:53:36 id = 4 (machine1); Seed = 6195; Done (0)
2019-01-15 06:53:37 id = 4 (machine1); Seed = 6197; Starting new sample
2019-01-15 06:53:37 id = 0 (machine1); Seed = 6193; Done (0)
2019-01-15 06:53:37 id = 0 (machine1); Seed = 6198; Starting new sample
2019-01-15 06:53:43 id = 5 (machine1); Seed = 6191; Done (0)
2019-01-15 06:53:43 id = 5 (machine1); Seed = 6199; Starting new sample
2019-01-15 06:53:56 id = 1 (machine1); Seed = 6189; Done (0)
2019-01-15 06:53:56 id = 1 (machine1); Seed = 6200; Starting new sample
2019-01-15 06:54:17 id = 3 (machine1); Seed = 6194; Done (0)
2019-01-15 06:54:17 id = 3 (machine1); Seed = 6201; Starting new sample
2019-01-15 06:54:50 id = 4 (machine1); Seed = 6197; Done (0)
2019-01-15 06:54:51 id = 4 (machine1); Seed = 6202; Starting new sample
2019-01-15 06:54:54 id = 6 (machine1); Seed = 6192; Done (0)
2019-01-15 06:54:55 id = 6 (machine1); Seed = 6203; Starting new sample
2019-01-15 06:55:03 id = 0 (machine1); Seed = 6198; Done (0)
2019-01-15 06:55:03 id = 0 (machine1); Seed = 6204; Starting new sample
2019-01-15 06:55:11 id = 3 (machine1); Seed = 6201; Done (0)
2019-01-15 06:55:12 id = 3 (machine1); Seed = 6205; Starting new sample
2019-01-15 06:55:28 id = 2 (machine1); Seed = 6196; Done (0)
2019-01-15 06:55:28 id = 2 (machine1); Seed = 6206; Starting new sample
2019-01-15 06:56:04 id = 4 (machine1); Seed = 6202; Done (0)
2019-01-15 06:56:04 id = 4 (machine1); Seed = 6207; Starting new sample
2019-01-15 06:56:18 id = 6 (machine1); Seed = 6203; Done (0)
2019-01-15 06:56:18 id = 6 (machine1); Seed = 6208; Starting new sample
2019-01-15 06:56:41 id = 3 (machine1); Seed = 6205; Done (0)
2019-01-15 06:56:42 id = 3 (machine1); Seed = 6209; Starting new sample
2019-01-15 06:56:46 id = 2 (machine1); Seed = 6206; Done (0)
2019-01-15 06:56:46 id = 2 (machine1); Seed = 6210; Starting new sample
2019-01-15 06:56:53 id = 1 (machine1); Seed = 6200; Done (0)
2019-01-15 06:56:53 id = 1 (machine1); Seed = 6211; Starting new sample
2019-01-15 06:56:58 id = 0 (machine1); Seed = 6204; Done (0)
2019-01-15 06:56:59 id = 0 (machine1); Seed = 6212; Starting new sample
2019-01-15 06:57:22 id = 6 (machine1); Seed = 6208; Done (0)
2019-01-15 06:57:22 id = 6 (machine1); Seed = 6213; Starting new sample
2019-01-15 06:57:30 id = 5 (machine1); Seed = 6199; Done (0)
2019-01-15 06:57:30 id = 5 (machine1); Seed = 6214; Starting new sample
2019-01-15 06:57:40 id = 4 (machine1); Seed = 6207; Done (0)
2019-01-15 06:57:41 id = 4 (machine1); Seed = 6215; Starting new sample
2019-01-15 06:57:41 id = 2 (machine1); Seed = 6210; Done (0)
2019-01-15 06:57:41 id = 2 (machine1); Seed = 6216; Starting new sample
2019-01-15 06:58:12 id = 3 (machine1); Seed = 6209; Done (0)
2019-01-15 06:58:12 id = 3 (machine1); Seed = 6217; Starting new sample
2019-01-15 06:58:47 id = 5 (machine1); Seed = 6214; Done (0)
2019-01-15 06:58:48 id = 5 (machine1); Seed = 6218; Starting new sample
2019-01-15 06:58:50 id = 4 (machine1); Seed = 6215; Done (0)
2019-01-15 06:58:51 id = 4 (machine1); Seed = 6219; Starting new sample
2019-01-15 06:58:55 id = 3 (machine1); Seed = 6217; Done (0)
2019-01-15 06:58:55 id = 3 (machine1); Seed = 6220; Starting new sample
2019-01-15 06:58:56 id = 1 (machine1); Seed = 6211; Done (0)
2019-01-15 06:58:56 id = 1 (machine1); Seed = 6221; Starting new sample
2019-01-15 06:58:58 id = 6 (machine1); Seed = 6213; Done (0)
2019-01-15 06:58:58 id = 6 (machine1); Seed = 6222; Starting new sample
2019-01-15 06:59:16 id = 2 (machine1); Seed = 6216; Done (0)
2019-01-15 06:59:16 id = 2 (machine1); Seed = 6223; Starting new sample
2019-01-15 06:59:17 id = 0 (machine1); Seed = 6212; Done (0)
2019-01-15 06:59:17 id = 0 (machine1); Seed = 6224; Starting new sample
2019-01-15 06:59:47 id = 5 (machine1); Seed = 6218; Done (0)
2019-01-15 06:59:48 id = 5 (machine1); Seed = 6225; Starting new sample
2019-01-15 07:00:18 id = 4 (machine1); Seed = 6219; Done (0)
2019-01-15 07:00:19 id = 4 (machine1); Seed = 6226; Starting new sample
2019-01-15 07:00:22 id = 1 (machine1); Seed = 6221; Done (0)
2019-01-15 07:00:22 id = 1 (machine1); Seed = 6227; Starting new sample
2019-01-15 07:00:37 id = 6 (machine1); Seed = 6222; Done (0)
2019-01-15 07:00:37 id = 6 (machine1); Seed = 6228; Starting new sample
2019-01-15 07:00:54 id = 5 (machine1); Seed = 6225; Done (0)
2019-01-15 07:00:54 id = 5 (machine1); Seed = 6229; Starting new sample
2019-01-15 07:01:09 id = 0 (machine1); Seed = 6224; Done (0)
2019-01-15 07:01:09 id = 0 (machine1); Seed = 6230; Starting new sample
2019-01-15 07:01:23 id = 1 (machine1); Seed = 6227; Done (0)
2019-01-15 07:01:24 id = 1 (machine1); Seed = 6231; Starting new sample
2019-01-15 07:01:47 id = 3 (machine1); Seed = 6220; Done (0)
2019-01-15 07:01:48 id = 3 (machine1); Seed = 6232; Starting new sample
2019-01-15 07:01:50 id = 4 (machine1); Seed = 6226; Done (0)
2019-01-15 07:01:51 id = 4 (machine1); Seed = 6233; Starting new sample
2019-01-15 07:01:53 id = 6 (machine1); Seed = 6228; Done (0)
2019-01-15 07:01:54 id = 6 (machine1); Seed = 6234; Starting new sample
2019-01-15 07:02:06 id = 5 (machine1); Seed = 6229; Done (0)
2019-01-15 07:02:07 id = 5 (machine1); Seed = 6235; Starting new sample
2019-01-15 07:02:10 id = 0 (machine1); Seed = 6230; Done (0)
2019-01-15 07:02:11 id = 0 (machine1); Seed = 6236; Starting new sample
2019-01-15 07:02:41 id = 1 (machine1); Seed = 6231; Done (0)
2019-01-15 07:02:41 id = 1 (machine1); Seed = 6237; Starting new sample
2019-01-15 07:02:54 id = 6 (machine1); Seed = 6234; Done (0)
2019-01-15 07:02:54 id = 6 (machine1); Seed = 6238; Starting new sample
2019-01-15 07:02:54 id = 3 (machine1); Seed = 6232; Done (0)
2019-01-15 07:02:55 id = 3 (machine1); Seed = 6239; Starting new sample
2019-01-15 07:02:56 id = 2 (machine1); Seed = 6223; Done (0)
2019-01-15 07:02:57 id = 2 (machine1); Seed = 6240; Starting new sample
2019-01-15 07:03:04 id = 0 (machine1); Seed = 6236; Done (0)
2019-01-15 07:03:05 id = 0 (machine1); Seed = 6241; Starting new sample
2019-01-15 07:03:16 id = 5 (machine1); Seed = 6235; Done (0)
2019-01-15 07:03:17 id = 5 (machine1); Seed = 6242; Starting new sample
2019-01-15 07:03:34 id = 4 (machine1); Seed = 6233; Done (0)
2019-01-15 07:03:34 id = 4 (machine1); Seed = 6243; Starting new sample
2019-01-15 07:03:54 id = 2 (machine1); Seed = 6240; Done (0)
2019-01-15 07:03:55 id = 2 (machine1); Seed = 6244; Starting new sample
2019-01-15 07:04:03 id = 1 (machine1); Seed = 6237; Done (0)
2019-01-15 07:04:04 id = 1 (machine1); Seed = 6245; Starting new sample
2019-01-15 07:04:26 id = 0 (machine1); Seed = 6241; Done (0)
2019-01-15 07:04:26 id = 0 (machine1); Seed = 6246; Starting new sample
2019-01-15 07:04:36 id = 4 (machine1); Seed = 6243; Done (0)
2019-01-15 07:04:36 id = 4 (machine1); Seed = 6247; Starting new sample
2019-01-15 07:04:36 id = 6 (machine1); Seed = 6238; Done (0)
2019-01-15 07:04:36 id = 6 (machine1); Seed = 6248; Starting new sample
2019-01-15 07:04:36 id = 3 (machine1); Seed = 6239; Done (0)
2019-01-15 07:04:37 id = 3 (machine1); Seed = 6249; Starting new sample
2019-01-15 07:04:48 id = 5 (machine1); Seed = 6242; Done (0)
2019-01-15 07:04:48 id = 5 (machine1); Seed = 6250; Starting new sample
2019-01-15 07:05:00 id = 1 (machine1); Seed = 6245; Done (0)
2019-01-15 07:05:00 id = 1 (machine1); Seed = 6251; Starting new sample
2019-01-15 07:05:09 id = 2 (machine1); Seed = 6244; Done (0)
2019-01-15 07:05:10 id = 2 (machine1); Seed = 6252; Starting new sample
2019-01-15 07:05:52 id = 4 (machine1); Seed = 6247; Done (0)
2019-01-15 07:05:52 id = 4 (machine1); Seed = 6253; Starting new sample
2019-01-15 07:06:14 id = 6 (machine1); Seed = 6248; Done (0)
2019-01-15 07:06:14 id = 6 (machine1); Seed = 6254; Starting new sample
2019-01-15 07:06:21 id = 1 (machine1); Seed = 6251; Done (0)
2019-01-15 07:06:21 id = 1 (machine1); Seed = 6255; Starting new sample
2019-01-15 07:06:21 id = 3 (machine1); Seed = 6249; Done (0)
2019-01-15 07:06:21 id = 3 (machine1); Seed = 6256; Starting new sample
2019-01-15 07:06:24 id = 5 (machine1); Seed = 6250; Done (0)
2019-01-15 07:06:25 id = 5 (machine1); Seed = 6257; Starting new sample
2019-01-15 07:06:34 id = 0 (machine1); Seed = 6246; Done (0)
2019-01-15 07:06:35 id = 0 (machine1); Seed = 6258; Starting new sample
2019-01-15 07:06:50 id = 2 (machine1); Seed = 6252; Done (0)
2019-01-15 07:06:51 id = 2 (machine1); Seed = 6259; Starting new sample
2019-01-15 07:07:15 id = 4 (machine1); Seed = 6253; Done (0)
2019-01-15 07:07:15 id = 4 (machine1); Seed = 6260; Starting new sample
2019-01-15 07:07:26 id = 5 (machine1); Seed = 6257; Done (0)
2019-01-15 07:07:26 id = 5 (machine1); Seed = 6261; Starting new sample
2019-01-15 07:07:56 id = 6 (machine1); Seed = 6254; Done (0)
2019-01-15 07:07:56 id = 6 (machine1); Seed = 6262; Starting new sample
2019-01-15 07:08:03 id = 3 (machine1); Seed = 6256; Done (0)
2019-01-15 07:08:03 id = 3 (machine1); Seed = 6263; Starting new sample
2019-01-15 07:08:07 id = 1 (machine1); Seed = 6255; Done (0)
2019-01-15 07:08:07 id = 1 (machine1); Seed = 6264; Starting new sample
2019-01-15 07:08:07 id = 0 (machine1); Seed = 6258; Done (0)
2019-01-15 07:08:07 id = 0 (machine1); Seed = 6265; Starting new sample
2019-01-15 07:08:08 id = 4 (machine1); Seed = 6260; Done (0)
2019-01-15 07:08:08 id = 4 (machine1); Seed = 6266; Starting new sample
2019-01-15 07:08:20 id = 2 (machine1); Seed = 6259; Done (0)
2019-01-15 07:08:20 id = 2 (machine1); Seed = 6267; Starting new sample
2019-01-15 07:09:01 id = 3 (machine1); Seed = 6263; Done (0)
2019-01-15 07:09:01 id = 3 (machine1); Seed = 6268; Starting new sample
2019-01-15 07:09:12 id = 6 (machine1); Seed = 6262; Done (0)
2019-01-15 07:09:12 id = 6 (machine1); Seed = 6269; Starting new sample
2019-01-15 07:09:22 id = 5 (machine1); Seed = 6261; Done (0)
2019-01-15 07:09:22 id = 5 (machine1); Seed = 6270; Starting new sample
2019-01-15 07:09:42 id = 2 (machine1); Seed = 6267; Done (0)
2019-01-15 07:09:43 id = 2 (machine1); Seed = 6271; Starting new sample
2019-01-15 07:09:59 id = 4 (machine1); Seed = 6266; Done (0)
2019-01-15 07:09:59 id = 4 (machine1); Seed = 6272; Starting new sample
2019-01-15 07:10:05 id = 1 (machine1); Seed = 6264; Done (0)
2019-01-15 07:10:05 id = 1 (machine1); Seed = 6273; Starting new sample
2019-01-15 07:10:31 id = 5 (machine1); Seed = 6270; Done (0)
2019-01-15 07:10:31 id = 5 (machine1); Seed = 6274; Starting new sample
2019-01-15 07:10:36 id = 3 (machine1); Seed = 6268; Done (0)
2019-01-15 07:10:36 id = 3 (machine1); Seed = 6275; Starting new sample
2019-01-15 07:10:54 id = 6 (machine1); Seed = 6269; Done (0)
2019-01-15 07:10:54 id = 6 (machine1); Seed = 6276; Starting new sample
2019-01-15 07:11:08 id = 0 (machine1); Seed = 6265; Done (0)
2019-01-15 07:11:08 id = 0 (machine1); Seed = 6277; Starting new sample
2019-01-15 07:11:19 id = 2 (machine1); Seed = 6271; Done (0)
2019-01-15 07:11:20 id = 2 (machine1); Seed = 6278; Starting new sample
2019-01-15 07:11:42 id = 3 (machine1); Seed = 6275; Done (0)
2019-01-15 07:11:43 id = 3 (machine1); Seed = 6279; Starting new sample
2019-01-15 07:12:05 id = 0 (machine1); Seed = 6277; Done (0)
2019-01-15 07:12:06 id = 0 (machine1); Seed = 6280; Starting new sample
2019-01-15 07:12:24 id = 6 (machine1); Seed = 6276; Done (0)
2019-01-15 07:12:24 id = 6 (machine1); Seed = 6281; Starting new sample
2019-01-15 07:12:41 id = 5 (machine1); Seed = 6274; Done (0)
2019-01-15 07:12:41 id = 5 (machine1); Seed = 6282; Starting new sample
2019-01-15 07:12:45 id = 3 (machine1); Seed = 6279; Done (0)
2019-01-15 07:12:45 id = 3 (machine1); Seed = 6283; Starting new sample
2019-01-15 07:12:51 id = 1 (machine1); Seed = 6273; Done (0)
2019-01-15 07:12:51 id = 1 (machine1); Seed = 6284; Starting new sample
2019-01-15 07:12:54 id = 2 (machine1); Seed = 6278; Done (0)
2019-01-15 07:12:54 id = 2 (machine1); Seed = 6285; Starting new sample
2019-01-15 07:13:43 id = 5 (machine1); Seed = 6282; Done (0)
2019-01-15 07:13:44 id = 5 (machine1); Seed = 6286; Starting new sample
2019-01-15 07:13:46 id = 6 (machine1); Seed = 6281; Done (0)
2019-01-15 07:13:46 id = 6 (machine1); Seed = 6287; Starting new sample
2019-01-15 07:13:46 id = 0 (machine1); Seed = 6280; Done (0)
2019-01-15 07:13:47 id = 0 (machine1); Seed = 6288; Starting new sample
2019-01-15 07:13:58 id = 4 (machine1); Seed = 6272; Done (0)
2019-01-15 07:13:58 id = 4 (machine1); Seed = 6289; Starting new sample
2019-01-15 07:14:04 id = 3 (machine1); Seed = 6283; Done (0)
2019-01-15 07:14:04 id = 3 (machine1); Seed = 6290; Starting new sample
2019-01-15 07:14:16 id = 1 (machine1); Seed = 6284; Done (0)
2019-01-15 07:14:16 id = 1 (machine1); Seed = 6291; Starting new sample
2019-01-15 07:14:41 id = 2 (machine1); Seed = 6285; Done (0)
2019-01-15 07:14:41 id = 2 (machine1); Seed = 6292; Starting new sample
2019-01-15 07:14:54 id = 4 (machine1); Seed = 6289; Done (0)
2019-01-15 07:14:54 id = 4 (machine1); Seed = 6293; Starting new sample
2019-01-15 07:14:54 id = 6 (machine1); Seed = 6287; Done (0)
2019-01-15 07:14:54 id = 6 (machine1); Seed = 6294; Starting new sample
2019-01-15 07:15:10 id = 3 (machine1); Seed = 6290; Done (0)
2019-01-15 07:15:11 id = 3 (machine1); Seed = 6295; Starting new sample
2019-01-15 07:15:15 id = 0 (machine1); Seed = 6288; Done (0)
2019-01-15 07:15:15 id = 0 (machine1); Seed = 6296; Starting new sample
2019-01-15 07:15:36 id = 5 (machine1); Seed = 6286; Done (0)
2019-01-15 07:15:36 id = 5 (machine1); Seed = 6297; Starting new sample
2019-01-15 07:15:39 id = 1 (machine1); Seed = 6291; Done (0)
2019-01-15 07:15:39 id = 1 (machine1); Seed = 6298; Starting new sample
2019-01-15 07:16:01 id = 2 (machine1); Seed = 6292; Done (0)
2019-01-15 07:16:01 id = 2 (machine1); Seed = 6299; Starting new sample
2019-01-15 07:16:03 id = 6 (machine1); Seed = 6294; Done (0)
2019-01-15 07:16:03 id = 6 (machine1); Seed = 6300; Starting new sample
2019-01-15 07:16:21 id = 4 (machine1); Seed = 6293; Done (0)
2019-01-15 07:16:21 id = 4 (machine1); Seed = 6301; Starting new sample
2019-01-15 07:16:25 id = 5 (machine1); Seed = 6297; Done (0)
2019-01-15 07:16:25 id = 5 (machine1); Seed = 6302; Starting new sample
2019-01-15 07:16:40 id = 0 (machine1); Seed = 6296; Done (0)
2019-01-15 07:16:40 id = 0 (machine1); Seed = 6303; Starting new sample
2019-01-15 07:17:15 id = 1 (machine1); Seed = 6298; Done (0)
2019-01-15 07:17:15 id = 1 (machine1); Seed = 6304; Starting new sample
2019-01-15 07:17:28 id = 2 (machine1); Seed = 6299; Done (0)
2019-01-15 07:17:28 id = 2 (machine1); Seed = 6305; Starting new sample
2019-01-15 07:17:28 id = 5 (machine1); Seed = 6302; Done (0)
2019-01-15 07:17:29 id = 5 (machine1); Seed = 6306; Starting new sample
2019-01-15 07:17:45 id = 6 (machine1); Seed = 6300; Done (0)
2019-01-15 07:17:45 id = 6 (machine1); Seed = 6307; Starting new sample
2019-01-15 07:17:56 id = 3 (machine1); Seed = 6295; Done (0)
2019-01-15 07:17:56 id = 3 (machine1); Seed = 6308; Starting new sample
2019-01-15 07:17:58 id = 4 (machine1); Seed = 6301; Done (0)
2019-01-15 07:17:58 id = 4 (machine1); Seed = 6309; Starting new sample
2019-01-15 07:18:18 id = 0 (machine1); Seed = 6303; Done (0)
2019-01-15 07:18:18 id = 0 (machine1); Seed = 6310; Starting new sample
2019-01-15 07:18:36 id = 1 (machine1); Seed = 6304; Done (0)
2019-01-15 07:18:36 id = 1 (machine1); Seed = 6311; Starting new sample
2019-01-15 07:18:40 id = 6 (machine1); Seed = 6307; Done (0)
2019-01-15 07:18:40 id = 6 (machine1); Seed = 6312; Starting new sample
2019-01-15 07:18:48 id = 5 (machine1); Seed = 6306; Done (0)
2019-01-15 07:18:49 id = 5 (machine1); Seed = 6313; Starting new sample
2019-01-15 07:19:08 id = 0 (machine1); Seed = 6310; Done (0)
2019-01-15 07:19:08 id = 0 (machine1); Seed = 6314; Starting new sample
2019-01-15 07:19:40 id = 1 (machine1); Seed = 6311; Done (0)
2019-01-15 07:19:40 id = 1 (machine1); Seed = 6315; Starting new sample
2019-01-15 07:19:43 id = 4 (machine1); Seed = 6309; Done (0)
2019-01-15 07:19:44 id = 4 (machine1); Seed = 6316; Starting new sample
2019-01-15 07:19:55 id = 6 (machine1); Seed = 6312; Done (0)
2019-01-15 07:19:55 id = 6 (machine1); Seed = 6317; Starting new sample
2019-01-15 07:20:01 id = 5 (machine1); Seed = 6313; Done (0)
2019-01-15 07:20:02 id = 5 (machine1); Seed = 6318; Starting new sample
2019-01-15 07:20:15 id = 3 (machine1); Seed = 6308; Done (0)
2019-01-15 07:20:15 id = 3 (machine1); Seed = 6319; Starting new sample
2019-01-15 07:20:30 id = 2 (machine1); Seed = 6305; Done (0)
2019-01-15 07:20:30 id = 2 (machine1); Seed = 6320; Starting new sample
2019-01-15 07:20:46 id = 0 (machine1); Seed = 6314; Done (0)
2019-01-15 07:20:47 id = 0 (machine1); Seed = 6321; Starting new sample
2019-01-15 07:21:01 id = 4 (machine1); Seed = 6316; Done (0)
2019-01-15 07:21:01 id = 4 (machine1); Seed = 6322; Starting new sample
2019-01-15 07:21:11 id = 5 (machine1); Seed = 6318; Done (0)
2019-01-15 07:21:11 id = 5 (machine1); Seed = 6323; Starting new sample
2019-01-15 07:21:14 id = 1 (machine1); Seed = 6315; Done (0)
2019-01-15 07:21:14 id = 1 (machine1); Seed = 6324; Starting new sample
2019-01-15 07:21:45 id = 3 (machine1); Seed = 6319; Done (0)
2019-01-15 07:21:45 id = 3 (machine1); Seed = 6325; Starting new sample
2019-01-15 07:21:55 id = 6 (machine1); Seed = 6317; Done (0)
2019-01-15 07:21:55 id = 6 (machine1); Seed = 6326; Starting new sample
2019-01-15 07:21:58 id = 0 (machine1); Seed = 6321; Done (0)
2019-01-15 07:21:58 id = 0 (machine1); Seed = 6327; Starting new sample
2019-01-15 07:22:29 id = 5 (machine1); Seed = 6323; Done (0)
2019-01-15 07:22:29 id = 5 (machine1); Seed = 6328; Starting new sample
2019-01-15 07:22:33 id = 1 (machine1); Seed = 6324; Done (0)
2019-01-15 07:22:34 id = 1 (machine1); Seed = 6329; Starting new sample
2019-01-15 07:22:58 id = 2 (machine1); Seed = 6320; Done (0)
2019-01-15 07:22:58 id = 2 (machine1); Seed = 6330; Starting new sample
2019-01-15 07:23:09 id = 6 (machine1); Seed = 6326; Done (0)
2019-01-15 07:23:09 id = 6 (machine1); Seed = 6331; Starting new sample
2019-01-15 07:23:19 id = 3 (machine1); Seed = 6325; Done (0)
2019-01-15 07:23:19 id = 3 (machine1); Seed = 6332; Starting new sample
2019-01-15 07:23:19 id = 0 (machine1); Seed = 6327; Done (0)
2019-01-15 07:23:19 id = 0 (machine1); Seed = 6333; Starting new sample
